Connecting to /dev/serial/by-id/usb-FTDI_FT232R_USB_UART_A5XK3RJT-if00-port0 @ 57600...
HEARTBEAT received: 0, 0
t_ms,ch6,alt,roll,pitch,yaw
62065,2000,1.534,2.2,-1.1,4.9
62149,2000,1.523,1.8,-1.1,4.7
62253,2000,1.516,1.5,-0.8,4.5
62358,2000,1.509,1.6,-0.6,4.5
62453,2000,1.501,1.9,-0.5,4.7
62547,2000,1.494,2.0,-0.5,5.0
62631,2000,1.487,2.2,-0.2,5.5
62756,2000,1.48,2.3,0.5,6.1
62850,2000,1.472,2.0,0.9,6.8
62924,2000,1.464,1.6,0.5,7.6
63029,2000,1.455,1.5,0.6,8.4
63144,2000,1.446,1.6,1.4,8.8
63228,2000,1.439,1.4,2.2,9.1
63353,2000,1.433,1.3,2.0,9.4
63458,2000,1.428,1.3,1.4,9.7
63553,2000,1.423,1.6,0.9,9.7
63658,2000,1.42,2.0,0.4,9.5
63752,2000,1.416,2.0,0.1,9.4
63857,2000,1.413,1.9,-0.2,9.3
63951,2000,1.411,2.0,-0.7,9.5
64055,2000,1.408,1.5,-1.2,9.7
64150,2000,1.407,1.4,-1.6,9.7
64233,2000,1.403,1.5,-1.2,9.4
64359,2000,1.4,1.9,-0.8,9.0
64453,2000,1.395,1.7,-0.9,8.5
64548,2000,1.39,1.5,-1.3,7.9
64622,2000,1.387,1.5,-1.5,7.2
64758,2000,1.384,1.7,-1.5,6.3
64852,2000,1.38,2.1,-1.1,5.3
64957,2000,1.378,2.1,-0.2,4.5
65041,2000,1.374,2.1,0.2,4.1
65156,2000,1.369,2.0,-0.0,4.1
65230,2000,1.362,2.1,-0.2,4.5
65345,2000,1.358,2.1,-0.1,5.2
65429,2000,1.36,2.0,0.4,6.0
65555,2000,1.362,2.4,0.6,6.9
65649,2000,1.368,2.4,0.5,7.8
65754,2000,1.37,2.3,0.2,8.7
65859,2000,1.372,2.4,-0.4,9.5
65953,2000,1.37,2.6,-0.8,10.3
66047,2000,1.366,2.7,-1.1,11.1
66163,2000,1.358,2.9,-1.2,11.8
66268,2000,1.342,2.4,-1.1,12.0
66331,2000,1.327,1.6,-0.7,12.0
66456,2000,1.31,0.9,-0.4,12.1
66551,2000,1.294,0.8,-0.7,12.0
66656,2000,1.28,1.3,-1.2,11.8
66750,2000,1.269,1.2,-1.6,11.3
66824,2000,1.258,1.3,-1.5,10.6
66959,2000,1.25,1.7,-1.1,9.6
67054,2000,1.242,2.2,-0.9,8.5
67148,2000,1.235,2.5,-1.1,7.5
67252,2000,1.226,2.5,-1.0,6.7
67357,2000,1.219,2.2,-1.4,6.2
67451,2000,1.209,1.6,-1.3,6.0
67545,2000,1.201,1.4,-1.0,6.0
67629,2000,1.192,1.7,-0.4,6.0
67755,2000,1.186,2.0,-0.6,6.1
67860,2000,1.18,2.4,-0.9,6.3
67943,2000,1.175,2.5,-1.1,6.6
68058,2000,1.17,2.4,-0.4,7.1
68152,2000,1.166,2.3,-0.3,7.7
68257,2000,1.162,2.2,-0.3,8.3
68352,2000,1.16,2.5,-0.4,8.5
68457,2000,1.155,2.7,-0.6,8.6
68542,2000,1.152,2.7,-1.1,8.6
68625,2000,1.152,3.0,-1.3,8.7
68751,2000,1.152,3.3,-0.9,8.7
68855,2000,1.152,3.8,-0.5,8.3
68949,2000,1.151,3.9,-0.5,7.6
69023,2000,1.151,3.5,-1.1,6.8
69159,2000,1.149,3.0,-1.6,6.3
69243,2000,1.148,3.1,-1.5,5.8
69348,2000,1.148,2.7,-1.3,5.6
69452,2000,1.147,2.2,-1.0,5.6
69558,2000,1.147,1.6,-0.8,5.6
69652,2000,1.144,1.4,-0.6,5.9
69757,2000,1.143,1.2,-0.3,6.3
69851,2000,1.144,1.1,-0.4,6.7
69924,2000,1.146,0.8,-0.2,7.2
70060,2000,1.144,0.3,0.1,7.7
70154,2000,1.144,-0.1,0.3,8.0
70248,2000,1.147,0.2,0.4,8.2
70332,2000,1.15,1.0,0.2,8.4
70457,2000,1.149,1.6,-0.2,8.5
70552,2000,1.145,1.5,-0.4,8.4
70656,2000,1.137,1.2,-0.5,8.4
70761,2000,1.131,0.6,-0.7,8.5
70855,2000,1.126,0.3,-0.8,8.5
Landing...
